"packet"	"utc"	"src"	"dst"	"sport"	"dport"	"proto"	"flags"	"payload_bytes"	"ip_bytes"	"payload_prefix_hex"
"355"	"2026-08-24T02:12:40.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40136"	"443"	"tcp"	"16"	"0"	"40"	""
"356"	"2026-08-24T02:12:40.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40136"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f313620485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a51515151515151515151515151515151515151515151515151515151515151515151"
"357"	"2026-08-24T02:12:40.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40136"	"tcp"	"24"	"2"	"42"	"4f4b"
"358"	"2026-08-24T02:12:40.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40136"	"443"	"tcp"	"17"	"0"	"40"	""
"359"	"2026-08-24T02:12:40.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40136"	"tcp"	"17"	"0"	"40"	""
"360"	"2026-08-24T02:12:50+00:00"	"10.70.0.66"	"203.0.113.66"	"40137"	"443"	"tcp"	"2"	"0"	"40"	""
"361"	"2026-08-24T02:12:50.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40137"	"tcp"	"18"	"0"	"40"	""
"362"	"2026-08-24T02:12:50.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40137"	"443"	"tcp"	"16"	"0"	"40"	""
"363"	"2026-08-24T02:12:50.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40137"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f313720485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a52525252525252525252525252525252525252525252525252525252525252525252"
"364"	"2026-08-24T02:12:50.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40137"	"tcp"	"24"	"2"	"42"	"4f4b"
"365"	"2026-08-24T02:12:50.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40137"	"443"	"tcp"	"17"	"0"	"40"	""
"366"	"2026-08-24T02:12:50.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40137"	"tcp"	"17"	"0"	"40"	""
"367"	"2026-08-24T02:13:00+00:00"	"10.70.0.66"	"203.0.113.66"	"40138"	"443"	"tcp"	"2"	"0"	"40"	""
"368"	"2026-08-24T02:13:00.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40138"	"tcp"	"18"	"0"	"40"	""
"369"	"2026-08-24T02:13:00.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40138"	"443"	"tcp"	"16"	"0"	"40"	""
"370"	"2026-08-24T02:13:00.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40138"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f313820485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a53535353535353535353535353535353535353535353535353535353535353535353"
"371"	"2026-08-24T02:13:00.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40138"	"tcp"	"24"	"2"	"42"	"4f4b"
"372"	"2026-08-24T02:13:00.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40138"	"443"	"tcp"	"17"	"0"	"40"	""
"373"	"2026-08-24T02:13:00.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40138"	"tcp"	"17"	"0"	"40"	""
"374"	"2026-08-24T02:13:10+00:00"	"10.70.0.66"	"203.0.113.66"	"40139"	"443"	"tcp"	"2"	"0"	"40"	""
"375"	"2026-08-24T02:13:10.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40139"	"tcp"	"18"	"0"	"40"	""
"376"	"2026-08-24T02:13:10.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40139"	"443"	"tcp"	"16"	"0"	"40"	""
"377"	"2026-08-24T02:13:10.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40139"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f313920485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a54545454545454545454545454545454545454545454545454545454545454545454"
"378"	"2026-08-24T02:13:10.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40139"	"tcp"	"24"	"2"	"42"	"4f4b"
"379"	"2026-08-24T02:13:10.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40139"	"443"	"tcp"	"17"	"0"	"40"	""
"380"	"2026-08-24T02:13:10.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40139"	"tcp"	"17"	"0"	"40"	""
"381"	"2026-08-24T02:13:20+00:00"	"10.70.0.66"	"203.0.113.66"	"40140"	"443"	"tcp"	"2"	"0"	"40"	""
"382"	"2026-08-24T02:13:20.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40140"	"tcp"	"18"	"0"	"40"	""
"383"	"2026-08-24T02:13:20.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40140"	"443"	"tcp"	"16"	"0"	"40"	""
"384"	"2026-08-24T02:13:20.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40140"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f323020485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a41414141414141414141414141414141414141414141414141414141414141414141"
"385"	"2026-08-24T02:13:20.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40140"	"tcp"	"24"	"2"	"42"	"4f4b"
"386"	"2026-08-24T02:13:20.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40140"	"443"	"tcp"	"17"	"0"	"40"	""
"387"	"2026-08-24T02:13:20.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40140"	"tcp"	"17"	"0"	"40"	""
"388"	"2026-08-24T02:13:30+00:00"	"10.70.0.66"	"203.0.113.66"	"40141"	"443"	"tcp"	"2"	"0"	"40"	""
"389"	"2026-08-24T02:13:30.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40141"	"tcp"	"18"	"0"	"40"	""
"390"	"2026-08-24T02:13:30.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40141"	"443"	"tcp"	"16"	"0"	"40"	""
"391"	"2026-08-24T02:13:30.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40141"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f323120485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a42424242424242424242424242424242424242424242424242424242424242424242"
"392"	"2026-08-24T02:13:30.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40141"	"tcp"	"24"	"2"	"42"	"4f4b"
"393"	"2026-08-24T02:13:30.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40141"	"443"	"tcp"	"17"	"0"	"40"	""
"394"	"2026-08-24T02:13:30.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40141"	"tcp"	"17"	"0"	"40"	""
"395"	"2026-08-24T02:13:40+00:00"	"10.70.0.66"	"203.0.113.66"	"40142"	"443"	"tcp"	"2"	"0"	"40"	""
"396"	"2026-08-24T02:13:40.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40142"	"tcp"	"18"	"0"	"40"	""
"397"	"2026-08-24T02:13:40.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40142"	"443"	"tcp"	"16"	"0"	"40"	""
"398"	"2026-08-24T02:13:40.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40142"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f323220485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a43434343434343434343434343434343434343434343434343434343434343434343"
"399"	"2026-08-24T02:13:40.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40142"	"tcp"	"24"	"2"	"42"	"4f4b"
"400"	"2026-08-24T02:13:40.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40142"	"443"	"tcp"	"17"	"0"	"40"	""
"401"	"2026-08-24T02:13:40.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40142"	"tcp"	"17"	"0"	"40"	""
"402"	"2026-08-24T02:13:50+00:00"	"10.70.0.66"	"203.0.113.66"	"40143"	"443"	"tcp"	"2"	"0"	"40"	""
"403"	"2026-08-24T02:13:50.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40143"	"tcp"	"18"	"0"	"40"	""
"404"	"2026-08-24T02:13:50.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40143"	"443"	"tcp"	"16"	"0"	"40"	""
"405"	"2026-08-24T02:13:50.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40143"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f323320485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a44444444444444444444444444444444444444444444444444444444444444444444"
"406"	"2026-08-24T02:13:50.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40143"	"tcp"	"24"	"2"	"42"	"4f4b"
"407"	"2026-08-24T02:13:50.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40143"	"443"	"tcp"	"17"	"0"	"40"	""
"408"	"2026-08-24T02:13:50.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40143"	"tcp"	"17"	"0"	"40"	""
"409"	"2026-08-24T02:14:00+00:00"	"10.70.0.66"	"203.0.113.66"	"40144"	"443"	"tcp"	"2"	"0"	"40"	""
"410"	"2026-08-24T02:14:00.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40144"	"tcp"	"18"	"0"	"40"	""
"411"	"2026-08-24T02:14:00.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40144"	"443"	"tcp"	"16"	"0"	"40"	""
"412"	"2026-08-24T02:14:00.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40144"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f323420485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a45454545454545454545454545454545454545454545454545454545454545454545"
"413"	"2026-08-24T02:14:00.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40144"	"tcp"	"24"	"2"	"42"	"4f4b"
"414"	"2026-08-24T02:14:00.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40144"	"443"	"tcp"	"17"	"0"	"40"	""
"415"	"2026-08-24T02:14:00.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40144"	"tcp"	"17"	"0"	"40"	""
"416"	"2026-08-24T02:14:10+00:00"	"10.70.0.66"	"203.0.113.66"	"40145"	"443"	"tcp"	"2"	"0"	"40"	""
"417"	"2026-08-24T02:14:10.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40145"	"tcp"	"18"	"0"	"40"	""
"418"	"2026-08-24T02:14:10.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40145"	"443"	"tcp"	"16"	"0"	"40"	""
"419"	"2026-08-24T02:14:10.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40145"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f323520485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a46464646464646464646464646464646464646464646464646464646464646464646"
"420"	"2026-08-24T02:14:10.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40145"	"tcp"	"24"	"2"	"42"	"4f4b"
"421"	"2026-08-24T02:14:10.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40145"	"443"	"tcp"	"17"	"0"	"40"	""
"422"	"2026-08-24T02:14:10.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40145"	"tcp"	"17"	"0"	"40"	""
"423"	"2026-08-24T02:14:20+00:00"	"10.70.0.66"	"203.0.113.66"	"40146"	"443"	"tcp"	"2"	"0"	"40"	""
"424"	"2026-08-24T02:14:20.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40146"	"tcp"	"18"	"0"	"40"	""
"425"	"2026-08-24T02:14:20.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40146"	"443"	"tcp"	"16"	"0"	"40"	""
"426"	"2026-08-24T02:14:20.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40146"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f323620485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a47474747474747474747474747474747474747474747474747474747474747474747"
"427"	"2026-08-24T02:14:20.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40146"	"tcp"	"24"	"2"	"42"	"4f4b"
"428"	"2026-08-24T02:14:20.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40146"	"443"	"tcp"	"17"	"0"	"40"	""
"429"	"2026-08-24T02:14:20.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40146"	"tcp"	"17"	"0"	"40"	""
"430"	"2026-08-24T02:14:30+00:00"	"10.70.0.66"	"203.0.113.66"	"40147"	"443"	"tcp"	"2"	"0"	"40"	""
"431"	"2026-08-24T02:14:30.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40147"	"tcp"	"18"	"0"	"40"	""
"432"	"2026-08-24T02:14:30.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40147"	"443"	"tcp"	"16"	"0"	"40"	""
"433"	"2026-08-24T02:14:30.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40147"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f323720485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a48484848484848484848484848484848484848484848484848484848484848484848"
"434"	"2026-08-24T02:14:30.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40147"	"tcp"	"24"	"2"	"42"	"4f4b"
"435"	"2026-08-24T02:14:30.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40147"	"443"	"tcp"	"17"	"0"	"40"	""
"436"	"2026-08-24T02:14:30.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40147"	"tcp"	"17"	"0"	"40"	""
"437"	"2026-08-24T02:14:40+00:00"	"10.70.0.66"	"203.0.113.66"	"40148"	"443"	"tcp"	"2"	"0"	"40"	""
"438"	"2026-08-24T02:14:40.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40148"	"tcp"	"18"	"0"	"40"	""
"439"	"2026-08-24T02:14:40.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40148"	"443"	"tcp"	"16"	"0"	"40"	""
"440"	"2026-08-24T02:14:40.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40148"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f323820485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a49494949494949494949494949494949494949494949494949494949494949494949"
"441"	"2026-08-24T02:14:40.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40148"	"tcp"	"24"	"2"	"42"	"4f4b"
"442"	"2026-08-24T02:14:40.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40148"	"443"	"tcp"	"17"	"0"	"40"	""
"443"	"2026-08-24T02:14:40.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40148"	"tcp"	"17"	"0"	"40"	""
"444"	"2026-08-24T02:14:50+00:00"	"10.70.0.66"	"203.0.113.66"	"40149"	"443"	"tcp"	"2"	"0"	"40"	""
"445"	"2026-08-24T02:14:50.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40149"	"tcp"	"18"	"0"	"40"	""
"446"	"2026-08-24T02:14:50.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40149"	"443"	"tcp"	"16"	"0"	"40"	""
"447"	"2026-08-24T02:14:50.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40149"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f323920485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a"
"448"	"2026-08-24T02:14:50.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40149"	"tcp"	"24"	"2"	"42"	"4f4b"
"449"	"2026-08-24T02:14:50.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40149"	"443"	"tcp"	"17"	"0"	"40"	""
"450"	"2026-08-24T02:14:50.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40149"	"tcp"	"17"	"0"	"40"	""
"451"	"2026-08-24T02:15:00+00:00"	"10.70.0.66"	"203.0.113.66"	"40150"	"443"	"tcp"	"2"	"0"	"40"	""
"452"	"2026-08-24T02:15:00.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40150"	"tcp"	"18"	"0"	"40"	""
"453"	"2026-08-24T02:15:00.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40150"	"443"	"tcp"	"16"	"0"	"40"	""
"454"	"2026-08-24T02:15:00.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40150"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f333020485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b"
"455"	"2026-08-24T02:15:00.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40150"	"tcp"	"24"	"2"	"42"	"4f4b"
"456"	"2026-08-24T02:15:00.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40150"	"443"	"tcp"	"17"	"0"	"40"	""
"457"	"2026-08-24T02:15:00.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40150"	"tcp"	"17"	"0"	"40"	""
"458"	"2026-08-24T02:15:10+00:00"	"10.70.0.66"	"203.0.113.66"	"40151"	"443"	"tcp"	"2"	"0"	"40"	""
"459"	"2026-08-24T02:15:10.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40151"	"tcp"	"18"	"0"	"40"	""
"460"	"2026-08-24T02:15:10.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40151"	"443"	"tcp"	"16"	"0"	"40"	""
"461"	"2026-08-24T02:15:10.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40151"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f333120485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c"
"462"	"2026-08-24T02:15:10.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40151"	"tcp"	"24"	"2"	"42"	"4f4b"
"463"	"2026-08-24T02:15:10.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40151"	"443"	"tcp"	"17"	"0"	"40"	""
"464"	"2026-08-24T02:15:10.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40151"	"tcp"	"17"	"0"	"40"	""
"465"	"2026-08-24T02:15:20+00:00"	"10.70.0.66"	"203.0.113.66"	"40152"	"443"	"tcp"	"2"	"0"	"40"	""
"466"	"2026-08-24T02:15:20.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40152"	"tcp"	"18"	"0"	"40"	""
"467"	"2026-08-24T02:15:20.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40152"	"443"	"tcp"	"16"	"0"	"40"	""
"468"	"2026-08-24T02:15:20.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40152"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f333220485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d"
"469"	"2026-08-24T02:15:20.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40152"	"tcp"	"24"	"2"	"42"	"4f4b"
"470"	"2026-08-24T02:15:20.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40152"	"443"	"tcp"	"17"	"0"	"40"	""
"471"	"2026-08-24T02:15:20.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40152"	"tcp"	"17"	"0"	"40"	""
"472"	"2026-08-24T02:15:30+00:00"	"10.70.0.66"	"203.0.113.66"	"40153"	"443"	"tcp"	"2"	"0"	"40"	""
"473"	"2026-08-24T02:15:30.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40153"	"tcp"	"18"	"0"	"40"	""
"474"	"2026-08-24T02:15:30.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40153"	"443"	"tcp"	"16"	"0"	"40"	""
"475"	"2026-08-24T02:15:30.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40153"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f333320485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e"
"476"	"2026-08-24T02:15:30.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40153"	"tcp"	"24"	"2"	"42"	"4f4b"
"477"	"2026-08-24T02:15:30.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40153"	"443"	"tcp"	"17"	"0"	"40"	""
"478"	"2026-08-24T02:15:30.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40153"	"tcp"	"17"	"0"	"40"	""
"479"	"2026-08-24T02:15:40+00:00"	"10.70.0.66"	"203.0.113.66"	"40154"	"443"	"tcp"	"2"	"0"	"40"	""
"480"	"2026-08-24T02:15:40.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40154"	"tcp"	"18"	"0"	"40"	""
"481"	"2026-08-24T02:15:40.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40154"	"443"	"tcp"	"16"	"0"	"40"	""
"482"	"2026-08-24T02:15:40.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40154"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f333420485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f"
"483"	"2026-08-24T02:15:40.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40154"	"tcp"	"24"	"2"	"42"	"4f4b"
"484"	"2026-08-24T02:15:40.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40154"	"443"	"tcp"	"17"	"0"	"40"	""
"485"	"2026-08-24T02:15:40.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40154"	"tcp"	"17"	"0"	"40"	""
"486"	"2026-08-24T02:15:50+00:00"	"10.70.0.66"	"203.0.113.66"	"40155"	"443"	"tcp"	"2"	"0"	"40"	""
"487"	"2026-08-24T02:15:50.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40155"	"tcp"	"18"	"0"	"40"	""
"488"	"2026-08-24T02:15:50.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40155"	"443"	"tcp"	"16"	"0"	"40"	""
"489"	"2026-08-24T02:15:50.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40155"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f333520485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a50505050505050505050505050505050505050505050505050505050505050505050"
"490"	"2026-08-24T02:15:50.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40155"	"tcp"	"24"	"2"	"42"	"4f4b"
"491"	"2026-08-24T02:15:50.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40155"	"443"	"tcp"	"17"	"0"	"40"	""
"492"	"2026-08-24T02:15:50.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40155"	"tcp"	"17"	"0"	"40"	""
"493"	"2026-08-24T02:16:00+00:00"	"10.70.0.66"	"203.0.113.66"	"40156"	"443"	"tcp"	"2"	"0"	"40"	""
"494"	"2026-08-24T02:16:00.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40156"	"tcp"	"18"	"0"	"40"	""
"495"	"2026-08-24T02:16:00.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40156"	"443"	"tcp"	"16"	"0"	"40"	""
"496"	"2026-08-24T02:16:00.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40156"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f333620485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a51515151515151515151515151515151515151515151515151515151515151515151"
"497"	"2026-08-24T02:16:00.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40156"	"tcp"	"24"	"2"	"42"	"4f4b"
"498"	"2026-08-24T02:16:00.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40156"	"443"	"tcp"	"17"	"0"	"40"	""
"499"	"2026-08-24T02:16:00.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40156"	"tcp"	"17"	"0"	"40"	""
"500"	"2026-08-24T02:16:10+00:00"	"10.70.0.66"	"203.0.113.66"	"40157"	"443"	"tcp"	"2"	"0"	"40"	""
"501"	"2026-08-24T02:16:10.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40157"	"tcp"	"18"	"0"	"40"	""
"502"	"2026-08-24T02:16:10.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40157"	"443"	"tcp"	"16"	"0"	"40"	""
